Names,Call,Category,GTIRT17,start_time,end_time,count
CALLER:,no no there s more coming up form there as well,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
OPERATOR:,no no we don t want it coming in through the window as well definitely not your windows are shut aren t they,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
CALLER:,yeah,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
OPERATOR:,your windows are closed,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
CALLER:,yes,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
OPERATOR:,good good is hamife okay she s gone very quiet now is she just calm,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
CALLER:,she she is panicking she s still panicking,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
OPERATOR:,yeah has she got her face low down to the floor is she is she still on the telephone,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
CALLER:,yeah she is my relatives keep ringing well actually her relatives keep ringing and also my daughter rang as well,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
OPERATOR:,yeah they re going to bee concerned,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
CALLER:,because they all live closeby,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
OPERATOR:,they live closeby do they,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
CALLER:,yeah everyone lives close by,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
OPERATOR:,yeah so they ve probably been made aware that there s a fire going on where you are,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
CALLER:,yeah they all know they all know overspeaking,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
OPERATOR:,overspeaking aren t they,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
CALLER:,they all know this flat yeah,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
OPERATOR:,yeah but what we don t want her to do is want her to be in that smoke level we want her to be low down below it,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
CALLER:,okay,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
OPERATOR:,so if she s stood upon the phone we need to get her down onto the floor,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
CALLER:,yeah isn t it possible that you know fireman can come and give us some oxygen mask or something,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
OPERATOR:,they re trying to get there they re trying to get to you we ve told them where you are and they are trying to get to you,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
CALLER:,okay,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
OPERATOR:,okay we ve had a lot of calls so obviously a lot of people in the building are all ringing the fire service with the same problem the fire service are getting there to try and deal with everyone as quickly as they possibly can,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
CALLER:,okay,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
OPERATOR:,okay dearme,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
CALLER:,oh it s terrible terrible we just don t want to run outside to the to the stair because i think that will be the last thing we done,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
OPERATOR:,no because if you did that the likelihood is you maybe you take a big gulp of the black smoke and that won t do anygood at all so we don t want that happening,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
CALLER:,okay,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
OPERATOR:,okay try and keep calm keep our nose and mouth right upagainst the floor about an inch away from the floor that s where the fresh air is is hamife doing that is she doing the same as you,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
CALLER:,yeah she is she is er on the phone again to her sisters,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
OPERATOR:,yeah okay it s understandable that the family want to speak to you to be reassured that you re okay,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
CALLER:,yeah,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
OPERATOR:,but she s got to put herself in the best position for her,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
CALLER:,we don t whether there is some in our life or in the otherside we just don t know where the fire is,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
OPERATOR:,we don t we don t know where it is at the moment yeah okay sener keep calm try and breathe shallowly if you can keep your nose right down to that floor keep the towel,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
CALLER:,what if we see any fire coming in,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
OPERATOR:,if you see any fire coming in obviously that there s fire doors normally on on flats they ve got quite a long time before the fire could break there obviously they re very fire retardant inaudible certain standard so you know you re safer in your flat than going outside at this particular time i would think so i think where you are now is the safest place,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
CALLER:,okay okay,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
OPERATOR:,can we try and get an update inaudible from london i don t know where the fire is okay sener you re doing really really well,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
CALLER:,okay,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
OPERATOR:,sener sener we think that the firefighters are now working their way fourteenth up form the floor so they should be on the sixteenth floor very very soon that s what we think is the situation so keep calm keep doing what we ve just explained for you to do breathe shallowly if you can and make sure hamife does the same,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
CALLER:,okay,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
OPERATOR:,okay are you all right to carryon talking to me,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
CALLER:,yeah yeah,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
OPERATOR:,is that towel,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
CALLER:,towel is around my nose yes hamife sit down sit down sit down,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
OPERATOR:,have you blocked sener have you blocked the side of the doors as well or have you just blocked the underneath of the door,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
CALLER:,yeah yeah we did yes we did,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
OPERATOR:,the side and the top,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
CALLER:,the side the side we couldn t do nothing to the side because there s nothing to hang the cloth to the side we didn t want to hang around there too long because there was a lot of smoke,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
OPERATOR:,yeah because is that where the smoke was coming trough the remainder of the door okay,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
CALLER:,yeah,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
OPERATOR:,sener are you flat number one hundred thirty three,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
CALLER:,yeah one hundred thirty three,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
OPERATOR:,is that correct isn t it one hundred thirty three,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
CALLER:,yes yes,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
OPERATOR:,right okay we re passing that information on all the time we re telling them where you are,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
CALLER:,yeah,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
OPERATOR:,they ll be there very soon you re doing extremely extremely well keeping calm that s the main thing if you start to get panicked then you re taking in more of the smoke and that s what we re trying to avoid,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
CALLER:,mm hmm,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
OPERATOR:,okay is hamife okay is she is she doing as she s overspeaking,People,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
CALLER:,yeah she is okay yeah she s okay,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
OPERATOR:,yeah how long have you lived here sener in this in this flat,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
CALLER:,hmm,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
OPERATOR:,how long have you lived in the flats,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
CALLER:,oh twenty five years,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
OPERATOR:,oh right okay,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
CALLER:,yes,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
OPERATOR:,yeah yeah keep calm you re doing really well get your nose right down,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
CALLER:,sorry,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
OPERATOR:,are you okay,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
CALLER:,yes there is so much smoke outside as well,Smoke,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
OPERATOR:,outside outside of the room,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
CALLER:,yeah yeah outside of the the windows,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
OPERATOR:,yeah well that s what we want you to stay where you are because if you open the windows thats gonna just exacerbate things make things far worse,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
CALLER:,yeah,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
OPERATOR:,okay have you got you ve not got no like,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
CALLER:,yeah we ve got the lights we ve got lights,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
OPERATOR:,you ve got lights on so you can see can you still see then in your flat,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
CALLER:,yeah yeah smoke quite thick thick,Smoke,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
OPERATOR:,right,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
CALLER:,yeah quite thick,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
OPERATOR:,right you re doing really really well there s lots and lots of fire engines there s lots and lots of firefighters trying to help you all in these flats at this particular time,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
CALLER:,okay,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
OPERATOR:,okay we ve just got to right right sener,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
CALLER:,listen i m yeah go on,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
OPERATOR:,goon what were you going to say,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
CALLER:,you know if the fireman don t come i m gonna run out to the stairs and try to,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
OPERATOR:,you re gonna run out right,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
CALLER:,and try to run from the hamife close the window s get down,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
OPERATOR:,right listen to me sener listen to me sener,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
CALLER:,yeah,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
OPERATOR:,right we ve just has a message to pass on to you if you can get the towels that you ve got,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
CALLER:,yeah,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
OPERATOR:,get them as wet as you possibly can wet them through,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
CALLER:,yeah,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
OPERATOR:,put cover yourself with the towels,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
CALLER:,yeah go on,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
OPERATOR:,cover yourself with the wet towels as much as you possibly can and you we are we are being instructed to ask you to leave your flat,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
CALLER:,okay,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
OPERATOR:,so we ve been told now that that is the safest option for you,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
CALLER:,and run run to the stairs yeah,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
OPERATOR:,run run out to the stairs,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
CALLER:,okay okay,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
OPERATOR:,but you must make sure sener that both yours and hamife s towels are wet through before you go out,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
CALLER:,okay,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
OPERATOR:,all right are you okay sener is that what you re doing,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
CALLER:,yeah yeah we re gonna do that we re gonna do that so the firemen can t come here,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
OPERATOR:,that s what they ve told me to ask you to do that would be the safest option at the movement,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
CALLER:,i m gonna try to run downstairs inaudible yeah,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
OPERATOR:,try to run yes try to run out,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
CALLER:,oh god,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
OPERATOR:,are you okay can you manage that,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
CALLER:,yeah i m frightened,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
OPERATOR:,i bet you are yeah keep calm keep everything calm be strong,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
CALLER:,sorry,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
OPERATOR:,keep everything calm have you wet everything through,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
CALLER:,and run down the stairs yes,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
OPERATOR:,if you can run out which you thought that that might be the only option that you had that s what we ve been advised for you to do,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
CALLER:,okay yes okay bye,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
OPERATOR:,okay thank you good luck,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
CALLER:,okay bye bye come on,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
OPERATOR:,good luck oh my god oh i didn t like doing that,none,GTIRT17-00591,2017-06-14 02:10:33,2017-06-14 02:38:05,327
OPERATOR:,glasgow connected because of the delays from london fire it s mobile caller s online now,none,GTIRT17-00598,2017-06-14 02:13:12,2017-06-14 02:14:29,26
OPERATOR:,thank you hello caller can i help you,none,GTIRT17-00598,2017-06-14 02:13:12,2017-06-14 02:14:29,26
CALLER:,yeah we ve got a fire in the block they are aware but i just need to know that someone s coming up to get us out,none,GTIRT17-00598,2017-06-14 02:13:12,2017-06-14 02:14:29,26
OPERATOR:,what flat number are you in,Flat,GTIRT17-00598,2017-06-14 02:13:12,2017-06-14 02:14:29,26
CALLER:,eighty two,Flat,GTIRT17-00598,2017-06-14 02:13:12,2017-06-14 02:14:29,26
OPERATOR:,eighty two and what floor are you on,Flat,GTIRT17-00598,2017-06-14 02:13:12,2017-06-14 02:14:29,26
CALLER:,i m on the eleventh,Floor,GTIRT17-00598,2017-06-14 02:13:12,2017-06-14 02:14:29,26
OPERATOR:,on the eleventh floor right we understand that there is a stay put policy until you hear otherwise,Floor,GTIRT17-00598,2017-06-14 02:13:12,2017-06-14 02:14:29,26
CALLER:,yeah yeah there is,none,GTIRT17-00598,2017-06-14 02:13:12,2017-06-14 02:14:29,26
OPERATOR:,the fire brigade are in attendance there,none,GTIRT17-00598,2017-06-14 02:13:12,2017-06-14 02:14:29,26
CALLER:,they are yeah i can see that,none,GTIRT17-00598,2017-06-14 02:13:12,2017-06-14 02:14:29,26
OPERATOR:,and i will pass your details what s your name please,none,GTIRT17-00598,2017-06-14 02:13:12,2017-06-14 02:14:29,26
CALLER:,my name s natasha,none,GTIRT17-00598,2017-06-14 02:13:12,2017-06-14 02:14:29,26
OPERATOR:,natasha have you got a second name,none,GTIRT17-00598,2017-06-14 02:13:12,2017-06-14 02:14:29,26
OPERATOR:,okay natasha,none,GTIRT17-00598,2017-06-14 02:13:12,2017-06-14 02:14:29,26
CALLER:,it looks like it s spreading quite rapidly that s why i m just getting a bit concerned now,Fire,GTIRT17-00598,2017-06-14 02:13:12,2017-06-14 02:14:29,26
OPERATOR:,is the fire below you,Fire,GTIRT17-00598,2017-06-14 02:13:12,2017-06-14 02:14:29,26
CALLER:,it was yeah something just banged,none,GTIRT17-00598,2017-06-14 02:13:12,2017-06-14 02:14:29,26
OPERATOR:,it s a floor lower to you is it,none,GTIRT17-00598,2017-06-14 02:13:12,2017-06-14 02:14:29,26
CALLER:,yeah yeah yeah,none,GTIRT17-00598,2017-06-14 02:13:12,2017-06-14 02:14:29,26
OPERATOR:,it s just that because london fire brigade are so busy we re taking their calls and,none,GTIRT17-00598,2017-06-14 02:13:12,2017-06-14 02:14:29,26
CALLER:,please can you just tell them to please to hurry up,none,GTIRT17-00598,2017-06-14 02:13:12,2017-06-14 02:14:29,26
OPERATOR:,yeah will do,none,GTIRT17-00598,2017-06-14 02:13:12,2017-06-14 02:14:29,26
CALLER:,okay thank you,none,GTIRT17-00598,2017-06-14 02:13:12,2017-06-14 02:14:29,26
OPERATOR:,thank you bye bye,none,GTIRT17-00598,2017-06-14 02:13:12,2017-06-14 02:14:29,26
CALLER:,bye bye,none,GTIRT17-00598,2017-06-14 02:13:12,2017-06-14 02:14:29,26
OPERATOR:,fire brigade,none,GTIRT17-00601,2017-06-14 02:13:03,2017-06-14 02:14:25,44
CALLER:,oh hi this inaudible from one hundred sixty five grenfell tower i know you,Flat,GTIRT17-00601,2017-06-14 02:13:03,2017-06-14 02:14:25,44
OPERATOR:,one hundred sixty five,Flat,GTIRT17-00601,2017-06-14 02:13:03,2017-06-14 02:14:25,44
CALLER:,yeah grenfell tower our tower block is on fire,Flat,GTIRT17-00601,2017-06-14 02:13:03,2017-06-14 02:14:25,44
OPERATOR:,yeah,none,GTIRT17-00601,2017-06-14 02:13:03,2017-06-14 02:14:25,44
CALLER:,and we re trapped in the nineteenth floor but nobody s coming and the flames next door s getting very close to our windows now and the smoke s in the houses,Fire,GTIRT17-00601,2017-06-14 02:13:03,2017-06-14 02:14:25,44
OPERATOR:,yeah and what floor are you on,Floor,GTIRT17-00601,2017-06-14 02:13:03,2017-06-14 02:14:25,44
CALLER:,nineteen,Floor,GTIRT17-00601,2017-06-14 02:13:03,2017-06-14 02:14:25,44
OPERATOR:,nineteen how many of you in there,People,GTIRT17-00601,2017-06-14 02:13:03,2017-06-14 02:14:25,44
CALLER:,there s two me and my wife inaudible dog,People,GTIRT17-00601,2017-06-14 02:13:03,2017-06-14 02:14:25,44
OPERATOR:,two adults and a dog okay,People,GTIRT17-00601,2017-06-14 02:13:03,2017-06-14 02:14:25,44
CALLER:,yeah,none,GTIRT17-00601,2017-06-14 02:13:03,2017-06-14 02:14:25,44
OPERATOR:,and so are you blocking the smoke from coming in,Smoke,GTIRT17-00601,2017-06-14 02:13:03,2017-06-14 02:14:25,44
CALLER:,yeah we ve got towels,none,GTIRT17-00601,2017-06-14 02:13:03,2017-06-14 02:14:25,44
OPERATOR:,okay is the smoke still coming,Smoke,GTIRT17-00601,2017-06-14 02:13:03,2017-06-14 02:14:25,44
CALLER:,it s still coming in,Smoke,GTIRT17-00601,2017-06-14 02:13:03,2017-06-14 02:14:25,44
OPERATOR:,it s still coming in is it,Smoke,GTIRT17-00601,2017-06-14 02:13:03,2017-06-14 02:14:25,44
CALLER:,yeah it s still coming in yeah,Smoke,GTIRT17-00601,2017-06-14 02:13:03,2017-06-14 02:14:25,44
OPERATOR:,and where do you think the fire is next door,Fire,GTIRT17-00601,2017-06-14 02:13:03,2017-06-14 02:14:25,44
CALLER:,it s no it s the whole tower block is on fire,Fire,GTIRT17-00601,2017-06-14 02:13:03,2017-06-14 02:14:25,44
OPERATOR:,right,none,GTIRT17-00601,2017-06-14 02:13:03,2017-06-14 02:14:25,44
CALLER:,the whole tower block,none,GTIRT17-00601,2017-06-14 02:13:03,2017-06-14 02:14:25,44
OPERATOR:,okay we are there we do have,none,GTIRT17-00601,2017-06-14 02:13:03,2017-06-14 02:14:25,44
CALLER:,yes i know,none,GTIRT17-00601,2017-06-14 02:13:03,2017-06-14 02:14:25,44
OPERATOR:,yeah we are trying to get to you but we ve got,none,GTIRT17-00601,2017-06-14 02:13:03,2017-06-14 02:14:25,44
CALLER:,yeah,none,GTIRT17-00601,2017-06-14 02:13:03,2017-06-14 02:14:25,44
OPERATOR:,numerous people trapped in the flats so,none,GTIRT17-00601,2017-06-14 02:13:03,2017-06-14 02:14:25,44
CALLER:,yeah i understand,none,GTIRT17-00601,2017-06-14 02:13:03,2017-06-14 02:14:25,44
OPERATOR:,we just want to sort of try and assess how bad it is but do you are you okay,none,GTIRT17-00601,2017-06-14 02:13:03,2017-06-14 02:14:25,44
CALLER:,overspeaking smoke in the whole house,Smoke,GTIRT17-00601,2017-06-14 02:13:03,2017-06-14 02:14:25,44
OPERATOR:,okay,none,GTIRT17-00601,2017-06-14 02:13:03,2017-06-14 02:14:25,44
CALLER:,not bad smoke we ve got overspeaking,Smoke,GTIRT17-00601,2017-06-14 02:13:03,2017-06-14 02:14:25,44
OPERATOR:,but you re okay,none,GTIRT17-00601,2017-06-14 02:13:03,2017-06-14 02:14:25,44
CALLER:,we ve got the windows,none,GTIRT17-00601,2017-06-14 02:13:03,2017-06-14 02:14:25,44
OPERATOR:,just,none,GTIRT17-00601,2017-06-14 02:13:03,2017-06-14 02:14:25,44
CALLER:,closed,none,GTIRT17-00601,2017-06-14 02:13:03,2017-06-14 02:14:25,44
OPERATOR:,yeah and the door you ve blocked the smoke coming from coming in yeah,Smoke,GTIRT17-00601,2017-06-14 02:13:03,2017-06-14 02:14:25,44
CALLER:,yeah,none,GTIRT17-00601,2017-06-14 02:13:03,2017-06-14 02:14:25,44
OPERATOR:,you ve put something against the door okay if it gets,none,GTIRT17-00601,2017-06-14 02:13:03,2017-06-14 02:14:25,44
CALLER:,yeah,none,GTIRT17-00601,2017-06-14 02:13:03,2017-06-14 02:14:25,44
OPERATOR:,any worse ring us back but we are trying to get to you,none,GTIRT17-00601,2017-06-14 02:13:03,2017-06-14 02:14:25,44
CALLER:,okay thank you,none,GTIRT17-00601,2017-06-14 02:13:03,2017-06-14 02:14:25,44
OPERATOR:,okay thank you bye,none,GTIRT17-00601,2017-06-14 02:13:03,2017-06-14 02:14:25,44
CALLER:,bye,none,GTIRT17-00601,2017-06-14 02:13:03,2017-06-14 02:14:25,44
OPERATOR:,fire brigade,none,GTIRT17-00606,2017-06-14 02:10:31,2017-06-14 02:16:55,118
CALLER:,inaudible yeah hi,none,GTIRT17-00606,2017-06-14 02:10:31,2017-06-14 02:16:55,118
OPERATOR:,hello fire brigade,none,GTIRT17-00606,2017-06-14 02:10:31,2017-06-14 02:16:55,118
CALLER:,yeah there is fire severalinaudiblewords,Fire,GTIRT17-00606,2017-06-14 02:10:31,2017-06-14 02:16:55,118
OPERATOR:,hello,none,GTIRT17-00606,2017-06-14 02:10:31,2017-06-14 02:16:55,118
CALLER:,yeah there is fire in our kitchen,Fire,GTIRT17-00606,2017-06-14 02:10:31,2017-06-14 02:16:55,118
OPERATOR:,okay where which where are you,none,GTIRT17-00606,2017-06-14 02:10:31,2017-06-14 02:16:55,118
CALLER:,severalinaudiblewords floor,Floor,GTIRT17-00606,2017-06-14 02:10:31,2017-06-14 02:16:55,118
OPERATOR:,are you right so this is grenfell tower yeah,none,GTIRT17-00606,2017-06-14 02:10:31,2017-06-14 02:16:55,118
CALLER:,yes,none,GTIRT17-00606,2017-06-14 02:10:31,2017-06-14 02:16:55,118
OPERATOR:,okay and what flat number are you,Flat,GTIRT17-00606,2017-06-14 02:10:31,2017-06-14 02:16:55,118
CALLER:,inaudible one hundred ninety two,Flat,GTIRT17-00606,2017-06-14 02:10:31,2017-06-14 02:16:55,118
OPERATOR:,right flat one hundred ninety two,Flat,GTIRT17-00606,2017-06-14 02:10:31,2017-06-14 02:16:55,118
CALLER:,yeah,Flat,GTIRT17-00606,2017-06-14 02:10:31,2017-06-14 02:16:55,118
OPERATOR:,okay and what floor is this,Floor,GTIRT17-00606,2017-06-14 02:10:31,2017-06-14 02:16:55,118
CALLER:,twenty second floor it used to be nineteenth floor but now it s the twenty second floor,Floor,GTIRT17-00606,2017-06-14 02:10:31,2017-06-14 02:16:55,118
OPERATOR:,twenty second floor so what is in your kitchen is it smoke,Floor,GTIRT17-00606,2017-06-14 02:10:31,2017-06-14 02:16:55,118
CALLER:,no no fire,Fire,GTIRT17-00606,2017-06-14 02:10:31,2017-06-14 02:16:55,118
OPERATOR:,what s on fire,Fire,GTIRT17-00606,2017-06-14 02:10:31,2017-06-14 02:16:55,118
CALLER:,overspeaking on the severalinaudiblewords,none,GTIRT17-00606,2017-06-14 02:10:31,2017-06-14 02:16:55,118
OPERATOR:,sorry,none,GTIRT17-00606,2017-06-14 02:10:31,2017-06-14 02:16:55,118
CALLER:,the severalinaudiblewords the kitchen severalinaudiblewords fire,Fire,GTIRT17-00606,2017-06-14 02:10:31,2017-06-14 02:16:55,118
OPERATOR:,there s a fire in the kitchen,Fire,GTIRT17-00606,2017-06-14 02:10:31,2017-06-14 02:16:55,118
CALLER:,yeah,none,GTIRT17-00606,2017-06-14 02:10:31,2017-06-14 02:16:55,118
OPERATOR:,okay so this is flat one hundred ninety two twenty second floor,Flat,GTIRT17-00606,2017-06-14 02:10:31,2017-06-14 02:16:55,118
CALLER:,yeah,none,GTIRT17-00606,2017-06-14 02:10:31,2017-06-14 02:16:55,118
OPERATOR:,right so can you,none,GTIRT17-00606,2017-06-14 02:10:31,2017-06-14 02:16:55,118
CALLER:,yeah,none,GTIRT17-00606,2017-06-14 02:10:31,2017-06-14 02:16:55,118
OPERATOR:,close the kitchen door and get into another room,none,GTIRT17-00606,2017-06-14 02:10:31,2017-06-14 02:16:55,118
